"nome_fantasia","data_inicio_atividades","cnae_fiscal","cep","municipio","porte","dist_1","dist_2","dist_3","dist_4"
"MASTER MOVEIS","20040921","4744005","40300755","3849","1","NaN","NaN","NaN","NaN"
"MASTER PNEUS","20050126","4530705","46300000","3399","1","NaN","NaN","NaN","NaN"
"MASTER SEGURANCA","20101203","8111700","42850000","3087","1","NaN","NaN","NaN","NaN"
"MASTER SUPERMERCADO","19951114","4712100","45570000","3579","1","NaN","NaN","NaN","NaN"
"MASTERLAB","19990514","8640202","45700000","3629","1","NaN","NaN","NaN","NaN"
"MASTERLAB","19911217","4789008","40010020","3849","1","NaN","NaN","NaN","NaN"
"MASTERSELL","20101015","7020400","40375016","3849","5","NaN","NaN","NaN","NaN"
"MASTERSILK","20111013","1340501","40445050","3849","1","NaN","NaN","NaN","NaN"
"MAT PRODUCOES","19990412","7319099","43700000","3913","1","NaN","NaN","NaN","NaN"
"MATA DE SAO JOAO PREFEITURA GABINETE DO PREFEITO","19741226","8411600","48280000","3721","5","NaN","NaN","NaN","NaN"
"MATA VERDE CONSULTORIA AMBIENTAL","20101215","7112000","45600061","3597","5","NaN","NaN","NaN","NaN"
"MATCH 5 REPRESENTACOES","20040504","4530706","41820022","3849","1","NaN","NaN","NaN","NaN"
"MATECON","20031003","4744099","44420000","3713","3","NaN","NaN","NaN","NaN"
"MATENSE","19660901","1081302","48280000","3721","1","NaN","NaN","NaN","NaN"
"MATER COMERCIO IMOBILIARIA E TURISMO","19940418","6821801","45807000","3855","5","NaN","NaN","NaN","NaN"
"MATERIAIS DE CONSTRUCAO ALIANCA","20010201","4744005","45120000","3357","1","NaN","NaN","NaN","NaN"
"MATERIAIS DE CONSTRUCAO IRMAOS ARAUJO","20001101","4744099","44500000","3445","3","NaN","NaN","NaN","NaN"
"MATERIAIS DE CONSTRUCAO MAGALHAES","20031014","4744099","46438000","3285","1","NaN","NaN","NaN","NaN"
"MATERIAIS DE CONSTRUCAO MAIA","20010309","4744005","44350000","3531","1","NaN","NaN","NaN","NaN"
"MATERIAIS DE CONSTRUCAO N A DE SOUZA","20090206","4744099","47970000","3825","1","NaN","NaN","NaN","NaN"
"MATERIAIS DE CONSTRUCAO SILVA","19960105","4744099","48120000","3805","1","NaN","NaN","NaN","NaN"
"MATERIAIS DE CONTRUCAO PRECO BOM","20060327","4744099","40717140","3849","1","NaN","NaN","NaN","NaN"
"MATERIAIS DE CONTRUO VADO","20011101","4744005","48005170","3313","1","NaN","NaN","NaN","NaN"
"MATERIAIS PARA CONSTRUCAO LAJE FORTE","20101029","4744004","44380000","3495","1","NaN","NaN","NaN","NaN"
"MATERIAIS PARA CONSTRUCAO NUNES","20070730","4744099","46640000","3645","1","NaN","NaN","NaN","NaN"
"MATERIAL DE CONSTRUCAO DS","20101117","4744099","41215390","3849","1","NaN","NaN","NaN","NaN"
"MATERIAL DE CONSTRUCAO E PANIFICADORA SANDES.","19810402","4744005","45310000","3941","3","NaN","NaN","NaN","NaN"
"MATERIAL DE CONSTRUCAO SANTA TEREZINHA","20040527","4744099","44720000","3725","1","NaN","NaN","NaN","NaN"
"MATERIAL DE CONSTRUCAO SANTOS E ARAUJO","20110524","4744099","48455000","3015","1","NaN","NaN","NaN","NaN"
"MATERIAL DE CONSTRUCAO SAO COSME E DAMIAO","20120316","4744099","48108000","3259","1","NaN","NaN","NaN","NaN"
"MATERIAL DE CONTRUCAO SAO JUDAS TADEU","20010917","4744005","45983000","3811","1","NaN","NaN","NaN","NaN"
"MATERLAB","20021023","8640202","45350000","3639","1","NaN","NaN","NaN","NaN"
"MATERNIDADE DE ALAGOINHAS","19900727","8424800","48005135","3313","5","NaN","NaN","NaN","NaN"
"MATEUS MAGAZINE","20080609","4753900","46140000","3691","1","NaN","NaN","NaN","NaN"
"MATHEUS FERRAGENS E MATERIAIS DE CONSTRUCAO","20120601","4672900","44150000","3851","1","NaN","NaN","NaN","NaN"
"MATIAS CORTINAS","19900118","4759801","41600620","3849","1","NaN","NaN","NaN","NaN"
"MATISSE","20070514","6810201","40015010","3849","5","NaN","NaN","NaN","NaN"
"MATOS ARTIGOS DO LAR","20111028","4755503","40283040","3849","1","NaN","NaN","NaN","NaN"
"MATOS COUROS","20010914","4789099","45820010","3117","1","NaN","NaN","NaN","NaN"
"MATOS REPRESENTACOES","19960307","4613300","44076230","3515","1","NaN","NaN","NaN","NaN"
"MATOS VEICULOS E FINANCIAMENTOS","20030213","4511101","44050368","3515","1","NaN","NaN","NaN","NaN"
"MATRIX FIT","20070730","9313100","45051295","3965","1","NaN","NaN","NaN","NaN"
"MATTOS AUTO PECAS","20110517","4530703","45800000","3367","1","NaN","NaN","NaN","NaN"
"MAURICIO BOLSAS","20100723","4781400","41321465","3849","1","NaN","NaN","NaN","NaN"
"MAURICIO DO VANERAO","20110824","4929902","48904350","3669","1","NaN","NaN","NaN","NaN"
"MAURY COMERCIO","19960212","4712100","47500000","3775","1","NaN","NaN","NaN","NaN"
"MAVEL","19990204","4930202","46100000","3391","1","NaN","NaN","NaN","NaN"
"MAX CALCADOS","20090318","4782201","42700130","3685","5","NaN","NaN","NaN","NaN"
"MAX CALCADOS","20100811","4782201","40445000","3849","5","NaN","NaN","NaN","NaN"
"MAX FLORES","19740523","4789002","40210330","3849","3","NaN","NaN","NaN","NaN"
"MAX GAS","20020925","4784900","45570000","3579","1","NaN","NaN","NaN","NaN"
"MAX LIMPEZA","20101202","4789005","46440000","3705","1","NaN","NaN","NaN","NaN"
"MAX MATERIAIS PARA CONSTRUCAO","19900911","4744099","45860000","3425","1","NaN","NaN","NaN","NaN"
"MAX MERCADO","19870709","4711302","44900000","3593","1","NaN","NaN","NaN","NaN"
"MAX MOVEIS","20040917","4754701","44775000","3091","3","NaN","NaN","NaN","NaN"
"MAX ROSE","19951023","4755503","41825000","3849","1","NaN","NaN","NaN","NaN"
"MAX TELECON","20100728","4752100","46500000","3697","1","NaN","NaN","NaN","NaN"
"MAX'S COMERCIO E REPRESENTACOES","20110204","4618401","45602130","3597","1","NaN","NaN","NaN","NaN"
"MAXBOM SUPERMERCADO","20090123","4711302","45900000","3437","1","NaN","NaN","NaN","NaN"
"MAXFONE","19980212","9512600","45603355","3597","5","NaN","NaN","NaN","NaN"
"MAXI MED","19990208","4644301","46430000","3533","5","NaN","NaN","NaN","NaN"
"MAXI TURBOS","20050913","3314701","43700000","3913","1","NaN","NaN","NaN","NaN"
"MAXICOPY","20050525","8219901","45987000","3993","1","NaN","NaN","NaN","NaN"
"MAXIMAS TECNOLOGIA & INFORMACAO","20030129","6203100","45000385","3965","1","NaN","NaN","NaN","NaN"
"MAXIMU ASSESSORIA E CONSULTORIA CONTABIL","20120409","6920601","40060330","3849","1","NaN","NaN","NaN","NaN"
"MAXIPRINT","20040816","4751202","40230731","3849","1","NaN","NaN","NaN","NaN"
"MAXUM","19971111","4661300","47850000","1112","5","NaN","NaN","NaN","NaN"
"MAXXIMA ASSISTENCE","20120202","9430800","41235186","3849","5","NaN","NaN","NaN","NaN"
"MAXXIMA SAUDE E ESTETICA","20050905","8630501","41825000","3849","3","NaN","NaN","NaN","NaN"
"MAZINHO COMPRA E VENDA DE CACAU","20000414","4623105","45770000","3701","1","NaN","NaN","NaN","NaN"
"MAZINHO MUDANCAS","20041206","4930202","47400000","3971","1","NaN","NaN","NaN","NaN"
"MB","20120606","5510801","48680000","3303","1","NaN","NaN","NaN","NaN"
"MB CONSULTORIA","20110818","7319004","44900000","3593","1","NaN","NaN","NaN","NaN"
"MB LOJAS DE CONVENIENCIAS","20080903","4729699","41800700","3849","3","NaN","NaN","NaN","NaN"
"MB PECAS","20010925","4541206","47760000","3917","1","NaN","NaN","NaN","NaN"
"MB POCAS","19980922","6911701","41820020","3849","5","NaN","NaN","NaN","NaN"
"MB TRANSPORTES","20090820","4930202","44600000","3581","1","NaN","NaN","NaN","NaN"
"MBC BOMBAS","20080507","4789099","45023490","3965","3","NaN","NaN","NaN","NaN"
"MBEE _ PRODUCOES","20081111","9319101","46570000","3383","1","NaN","NaN","NaN","NaN"
"MC - QUINTA DO VILAR","20120503","6810202","41820021","3849","5","NaN","NaN","NaN","NaN"
"MC CONFECCOES","20120426","4781400","40070045","3849","1","NaN","NaN","NaN","NaN"
"MC DENY","20120517","5611203","44033099","3515","1","NaN","NaN","NaN","NaN"
"MC DRI","20000904","4721102","44380000","3495","1","NaN","NaN","NaN","NaN"
"MC LOGISTICA","20101229","4930202","47810683","3363","3","NaN","NaN","NaN","NaN"
"MC MARINHO IMOVEIS","20021217","4110700","47806041","3363","5","NaN","NaN","NaN","NaN"
"MC PLUS CONVINIENCIA","20051227","4729699","45000670","3965","1","NaN","NaN","NaN","NaN"
"MC PRODUCOES","20111124","8230001","40283790","3849","1","NaN","NaN","NaN","NaN"
"MC SILVA","20030807","4744099","46470000","3829","1","NaN","NaN","NaN","NaN"
"MCA MATERIAIS DE CONSTRUCAO AVENIDA","20041227","4744099","44775000","3091","1","NaN","NaN","NaN","NaN"
"MCDONALD'S","19970304","5611203","40155150","3849","5","NaN","NaN","NaN","NaN"
"MCDONALDS","20080916","5611203","45023972","3965","5","NaN","NaN","NaN","NaN"
"MCDONALDS","20111221","5611203","44052064","3515","5","NaN","NaN","NaN","NaN"
"MD BIJOUX","20100716","7319002","45028634","3965","1","NaN","NaN","NaN","NaN"
"MD DISTRIBUIDORA DE LIVROS","20090120","4647802","41195000","3849","1","NaN","NaN","NaN","NaN"
"MD MATERIAL HOSPITALAR","20040916","4644301","40279150","3849","5","NaN","NaN","NaN","NaN"
"MDA ATACADISTA","20010913","4729601","45810000","3807","5","NaN","NaN","NaN","NaN"
"MDA VIDROS","20091019","4743100","41940060","3849","1","NaN","NaN","NaN","NaN"
"MDB DE ANGICAL/BA","20111006","9492800","47960000","3327","5","NaN","NaN","NaN","NaN"
"MDDL PATRIMONIAL","20111206","6822600","41820901","3849","5","NaN","NaN","NaN","NaN"
"MDR PROMOCOES DE EVENTOS ESPORTIVOS","20120207","9319199","42700130","3685","1","NaN","NaN","NaN","NaN"
"MDSC SERVICOS","20040301","8211300","40365230","3849","1","NaN","NaN","NaN","NaN"
"MDUARTE RESTAURANTES","20110127","4712100","41100000","3849","1","NaN","NaN","NaN","NaN"
"MDV TRANSPORTE & LOGISTICA","20090313","4930202","47810641","3363","1","NaN","NaN","NaN","NaN"
"ME CONSTRUCAO","19971117","4391600","46100000","3391","1","NaN","NaN","NaN","NaN"
"ME CONSTRUTORA","20050923","4120400","45700000","3629","3","NaN","NaN","NaN","NaN"
"ME PUBLICIDADE","20101108","1813001","48905460","3669","1","NaN","NaN","NaN","NaN"
"MEA","20140606","9491000","45810000","3807","5","NaN","NaN","NaN","NaN"
"MECANAL","19770826","6462000","48903970","3669","5","NaN","NaN","NaN","NaN"
"MECANICA AUTO PECAS MARCIEL","20031110","4530703","47300000","3443","1","NaN","NaN","NaN","NaN"
"MECANICA AVELAR","20111213","3321000","47850000","1112","1","NaN","NaN","NaN","NaN"
"MECANICA BAHIA","19780217","4530703","48905480","3669","5","NaN","NaN","NaN","NaN"
"MECANICA BOHRY","19820519","4744001","45823035","3117","1","NaN","NaN","NaN","NaN"
"MECANICA CEZAR","20080225","4530703","47640000","3863","1","NaN","NaN","NaN","NaN"
"MECANICA FAEDO","19961220","4530703","47850000","1112","1","NaN","NaN","NaN","NaN"
"MECANICA QUEIROZ","20090414","4520001","45988074","3993","1","NaN","NaN","NaN","NaN"
"MECANICA SANTOS","20091120","4520001","47990000","3521","1","NaN","NaN","NaN","NaN"
"MECTRANS","20081216","4520001","45810000","3807","1","NaN","NaN","NaN","NaN"
"MED CENTER","20020305","8610101","45820131","3117","3","NaN","NaN","NaN","NaN"
"MED FARMA POPULAR","20070207","4771701","45027034","3965","1","NaN","NaN","NaN","NaN"
"MEDES","20060310","8610102","41820770","3849","1","NaN","NaN","NaN","NaN"
"MEDICAL NEWS","19990323","4773300","44001240","3515","1","NaN","NaN","NaN","NaN"
"MEDICLIN","19990423","8610102","46430000","3533","3","NaN","NaN","NaN","NaN"
"MEDICMAIS ODONTO CENTER","20090407","8630502","44200000","3871","1","NaN","NaN","NaN","NaN"
"MEDINA COELHO EMPREENDIMENTOS","19990312","6810202","42710610","3685","5","NaN","NaN","NaN","NaN"
"MEDITERRANEO","20120314","5611201","46430000","3533","1","NaN","NaN","NaN","NaN"
"MEDMENTOR","20080416","8610102","47520000","3565","1","NaN","NaN","NaN","NaN"
"MEDRADO TRANSPORTE","20140513","4930202","46770000","3587","1","NaN","NaN","NaN","NaN"
"MEDSERVICE - SERVICOS MEDICOS","20050509","8630503","46490000","3569","1","NaN","NaN","NaN","NaN"
"MEGA ARTE","19950512","4754701","45028135","3965","1","NaN","NaN","NaN","NaN"
"MEGA BARATEIRO","20071002","4729699","47665000","3031","1","NaN","NaN","NaN","NaN"
"MEGA CARD CONSULTORIA","20091002","8291100","40020000","3849","5","NaN","NaN","NaN","NaN"
"MEGA COMERCIAL DE GAS","19951127","4784900","40720070","3849","3","NaN","NaN","NaN","NaN"
"MEGA DISTRIBUIDORA","20050218","4639701","44023005","3515","5","NaN","NaN","NaN","NaN"
"MEGA GAS","20100827","4784900","47640000","3863","1","NaN","NaN","NaN","NaN"
"MEGA INFORMATICA","20010124","4751201","45585000","3605","1","NaN","NaN","NaN","NaN"
"MEGA LAN SERVICOS","20101203","4751201","43800993","3429","1","NaN","NaN","NaN","NaN"
"MEGA REPRESENTACOES","20050314","4619200","41210000","3849","1","NaN","NaN","NaN","NaN"
"MEGA RETENTORES E ROLAMENTOS","20060621","4530703","40445340","3849","1","NaN","NaN","NaN","NaN"
"MEGA SEGURANCA PATRIMONIAL E SERVICOS","20080930","8111700","44022032","3515","1","NaN","NaN","NaN","NaN"
"MEGA SORTE","20011018","8299706","44790000","3419","1","NaN","NaN","NaN","NaN"
"MEGA VIDROS","20070712","4743100","42807380","3413","1","NaN","NaN","NaN","NaN"
"MEGACELL","20021023","4763601","44001560","3515","1","NaN","NaN","NaN","NaN"
"MEIRE SUPERMERCADO","20070914","4729699","46770000","3587","1","NaN","NaN","NaN","NaN"
"MEIRE SURF WEARE","20120215","4781400","45653540","3573","1","NaN","NaN","NaN","NaN"
"MEIRE VARIEDADES","20140609","7319002","40279625","3849","1","NaN","NaN","NaN","NaN"
"MEKO","19871229","4649408","42700130","3685","5","NaN","NaN","NaN","NaN"
"MEL DO SERTAO","20110719","4637199","48420000","3331","1","NaN","NaN","NaN","NaN"
"MEL SONORIZACAO","19990721","7319099","44540000","3465","1","NaN","NaN","NaN","NaN"
"MELANINA IN MORRO","20120208","4781400","45428000","3407","1","NaN","NaN","NaN","NaN"
"MELC MOVEIS PLANEJADOS","20090403","3101200","42700130","3685","1","NaN","NaN","NaN","NaN"
"MELCK EVENTOS E PUBLICIDADES","20101028","7319099","41342370","3849","1","NaN","NaN","NaN","NaN"
"MELISSA ENXOVAIS","19990419","1359600","46445000","3441","1","NaN","NaN","NaN","NaN"
"MELISSA TRANSPORTES","20050915","4930203","43850000","3889","1","NaN","NaN","NaN","NaN"
"MELIVEL","19910930","4511101","44900000","3593","1","NaN","NaN","NaN","NaN"
"MELLO VISAO CONTABILIDADE","19960401","6920601","45810000","3807","1","NaN","NaN","NaN","NaN"
"MELLYS CONFECCOES E ACESSORIOS","20060221","4781400","40280901","3849","1","NaN","NaN","NaN","NaN"
"MELO ARAUJO INDUSTRIA E COMERCIO LTDA","20080627","4617600","47850000","1112","1","NaN","NaN","NaN","NaN"
"MEMORIA E ARTE","20111122","8599699","40020030","3849","1","NaN","NaN","NaN","NaN"
"MENDES MOVEIS","19990311","4754701","44700000","3651","1","NaN","NaN","NaN","NaN"
"MENDONCA MAGAZINE","20001030","4754701","46700000","3561","1","NaN","NaN","NaN","NaN"
"MENDONCA TRANSPORTES","19861118","4930202","44077140","3515","1","NaN","NaN","NaN","NaN"
"MENEZES MENEZES SERVICOS AMBIENTAIS","20100903","9103100","48280000","3721","1","NaN","NaN","NaN","NaN"
"MENI SUPER","19980630","4729699","44700000","3651","1","NaN","NaN","NaN","NaN"
"MENOR PRECO EMBALAGENS","20110112","4761003","45000225","3965","1","NaN","NaN","NaN","NaN"
"MENTE SA EM CORPO SAO","20041210","9430800","48350000","3337","5","NaN","NaN","NaN","NaN"
"MENUDO'S MODAS","19860227","4781400","44571380","3873","3","NaN","NaN","NaN","NaN"
"MERCADAO ARAMARI","19871111","4712100","48130000","3343","5","NaN","NaN","NaN","NaN"
"MERCADAO DE CARNES SANTO ANTONIO","20090722","4711302","44440900","3873","5","NaN","NaN","NaN","NaN"
"MERCADAO RURAL","20031219","4744099","46500000","3697","1","NaN","NaN","NaN","NaN"
"MERCADAO SUPERMERCADO","20140514","4711302","44574340","3873","5","NaN","NaN","NaN","NaN"
"MERCADIMHO E PADARIA UNIAO","19990712","4712100","44925000","3671","1","NaN","NaN","NaN","NaN"
"MERCADINHO","20091203","4712100","45450000","3523","1","NaN","NaN","NaN","NaN"
"MERCADINHO","20110901","4712100","48480000","3491","1","NaN","NaN","NaN","NaN"
"MERCADINHO & CIA","20070531","4712100","44380000","3495","1","NaN","NaN","NaN","NaN"
"MERCADINHO & LANCHES RS","20100518","4712100","45700000","3629","1","NaN","NaN","NaN","NaN"
"MERCADINHO ADEMILTON","20030404","4712100","48750000","3823","1","NaN","NaN","NaN","NaN"
"MERCADINHO AGAPE","20081024","4712100","42825000","3413","1","NaN","NaN","NaN","NaN"
"MERCADINHO AI","20110113","4724500","45455000","3615","1","NaN","NaN","NaN","NaN"
"MERCADINHO ALIANCA","20110818","4712100","40720411","3849","1","NaN","NaN","NaN","NaN"
"MERCADINHO AMIGOS","19980304","4712100","40394170","3849","1","NaN","NaN","NaN","NaN"
"MERCADINHO AMIZADE","20071227","4712100","45480000","3749","1","NaN","NaN","NaN","NaN"
"MERCADINHO ANDRADE","20000517","4712100","45204140","3661","1","NaN","NaN","NaN","NaN"
"MERCADINHO ANGEL GABRIEL","20090204","4711301","45435000","3647","1","NaN","NaN","NaN","NaN"
"MERCADINHO ARAUJO","20031118","4712100","41500545","3849","1","NaN","NaN","NaN","NaN"
"MERCADINHO ARRAIAL DO RETIRO","20120301","4712100","41204215","3849","1","NaN","NaN","NaN","NaN"
"MERCADINHO AVENIDA","20110425","4712100","45994078","3993","1","NaN","NaN","NaN","NaN"
"MERCADINHO AZEVEDO","20140605","4712100","46860000","3537","1","NaN","NaN","NaN","NaN"
"MERCADINHO BAHIA","19900913","4712100","46880000","3595","1","NaN","NaN","NaN","NaN"
"MERCADINHO BATISTA","19860918","4712100","47810695","3363","1","NaN","NaN","NaN","NaN"
"MERCADINHO BELEM","20091015","4712100","46960000","3687","1","NaN","NaN","NaN","NaN"
"MERCADINHO BOA ESPERANCA","20040226","4712100","46980000","3589","3","NaN","NaN","NaN","NaN"
"MERCADINHO BOA SORTE","20050216","4712100","48108000","3259","1","NaN","NaN","NaN","NaN"
"MERCADINHO BOA SORTE","19980420","4712100","47850000","1112","1","NaN","NaN","NaN","NaN"
"MERCADINHO BOA VISTA","20090521","4712100","44925000","3671","1","NaN","NaN","NaN","NaN"
"MERCADINHO BOA VISTA","20110208","4712100","44655000","3981","1","NaN","NaN","NaN","NaN"
"MERCADINHO BOAS COMPRAS","20090820","4929902","44066018","3515","1","NaN","NaN","NaN","NaN"
"MERCADINHO BOM DE PRECO","20070814","4712100","46140000","3691","1","NaN","NaN","NaN","NaN"
"MERCADINHO BOM JESUS","20060621","4712100","45570000","3579","1","NaN","NaN","NaN","NaN"
"MERCADINHO BOM PRECO","19890807","4712100","48730000","3467","1","NaN","NaN","NaN","NaN"
"MERCADINHO BOM PRECO","20090508","4712100","47500000","3775","1","NaN","NaN","NaN","NaN"
"MERCADINHO BONZAO","20020606","4712100","46100000","3391","1","NaN","NaN","NaN","NaN"
"MERCADINHO BRASIL","20001114","4712100","45416000","3023","1","NaN","NaN","NaN","NaN"
"MERCADINHO BRASILEIRO","20080320","4712100","45260000","3803","1","NaN","NaN","NaN","NaN"
"MERCADINHO BRITO","20091027","4712100","42850000","3087","1","NaN","NaN","NaN","NaN"
"MERCADINHO CABRAL","19950811","4711302","45822180","3117","1","NaN","NaN","NaN","NaN"
"MERCADINHO CACHOEIRA","20040121","4712100","44700000","3651","1","NaN","NaN","NaN","NaN"
"MERCADINHO CAPANEMA","20050328","4712100","47830000","3349","1","NaN","NaN","NaN","NaN"
"MERCADINHO CARDOSO","20081126","4712100","44340000","3747","1","NaN","NaN","NaN","NaN"
"MERCADINHO CARDOZO E MATERIAL PARA CONSTRUCAO","20100211","4744099","48800000","3731","1","NaN","NaN","NaN","NaN"
"MERCADINHO CARVALHO","20101008","4399103","48130000","3343","1","NaN","NaN","NaN","NaN"
"MERCADINHO CENTRAL","20110705","4712100","45265000","3269","1","NaN","NaN","NaN","NaN"
"MERCADINHO CENTRO","20101213","4711302","44718000","3017","1","NaN","NaN","NaN","NaN"
"MERCADINHO CENTRO TEOLANDIA","20111018","4712100","45465000","3931","1","NaN","NaN","NaN","NaN"
"MERCADINHO CERQUEIRA","20090218","4712100","42805570","3413","1","NaN","NaN","NaN","NaN"
"MERCADINHO CESTA BASICA OLIVEIRA","20110616","4712100","48970000","3901","1","NaN","NaN","NaN","NaN"
"MERCADINHO CHAVES","20000628","4712100","47520000","3565","1","NaN","NaN","NaN","NaN"
"MERCADINHO CHAVES E SAMUCA","20110128","4712100","44930000","3813","1","NaN","NaN","NaN","NaN"
"MERCADINHO COMPRE BEM","20020228","4712100","44905000","3973","1","NaN","NaN","NaN","NaN"
"MERCADINHO COMPRE BEM","20101112","4712100","44345000","3267","1","NaN","NaN","NaN","NaN"
"MERCADINHO CUSTODIO'S","19980715","4711302","47950000","3493","1","NaN","NaN","NaN","NaN"
"MERCADINHO D L","20040805","4712100","47813470","3363","1","NaN","NaN","NaN","NaN"
"MERCADINHO DA CONSTRUCAO","20110609","4744099","45700000","3629","1","NaN","NaN","NaN","NaN"
"MERCADINHO DA ECONOMIA","20081202","4711302","46290000","3737","1","NaN","NaN","NaN","NaN"
"MERCADINHO DA GEISA","20080527","4712100","44750000","3409","3","NaN","NaN","NaN","NaN"
"MERCADINHO DA JACK","20050915","4712100","48060510","3313","1","NaN","NaN","NaN","NaN"
"MERCADINHO DAIKIRLLEY","20061128","4712100","47350000","3903","1","NaN","NaN","NaN","NaN"
"MERCADINHO DANIELLA","20080331","4712100","47700000","3865","1","NaN","NaN","NaN","NaN"
"MERCADINHO DAS ESQUINAS","20070806","4712100","45400000","3957","1","NaN","NaN","NaN","NaN"
"MERCADINHO DE BEBIDAS","19940321","4712100","42600000","3293","1","NaN","NaN","NaN","NaN"
"MERCADINHO DECA","20110712","4729699","44960000","3563","1","NaN","NaN","NaN","NaN"
"MERCADINHO DIA A DIA","20080922","4712100","41227050","3849","1","NaN","NaN","NaN","NaN"
"MERCADINHO DIOLINDO BRAZ","20090212","4712100","46170000","3835","1","NaN","NaN","NaN","NaN"
"MERCADINHO DO CABELEIRA","20040628","4712100","48180000","3509","1","NaN","NaN","NaN","NaN"
"MERCADINHO DO CABIDE","19981016","4712100","45661224","3573","1","NaN","NaN","NaN","NaN"
"MERCADINHO DO JORGE","20100818","4712100","46860000","3537","1","NaN","NaN","NaN","NaN"
"MERCADINHO DO MILTON","20081112","4712100","48800000","3731","3","NaN","NaN","NaN","NaN"
"MERCADINHO DO PAPAGAIO","19971212","4712100","41245805","3849","1","NaN","NaN","NaN","NaN"
"MERCADINHO DOIS AMIGOS","20100106","4712100","45209000","3661","1","NaN","NaN","NaN","NaN"
"MERCADINHO DOIS CORACOES","20101206","4729699","40357030","3849","1","NaN","NaN","NaN","NaN"
"MERCADINHO DOIS IRMAOS","19980806","4712100","41510210","3849","1","NaN","NaN","NaN","NaN"
"MERCADINHO DUDA","20110901","4729699","41610655","3849","1","NaN","NaN","NaN","NaN"
"MERCADINHO E ABATEDOURO DA IRACY","20080723","4712100","40435260","3849","1","NaN","NaN","NaN","NaN"
"MERCADINHO E ARMARINHO EMANUELE","19990329","4729699","44350000","3531","1","NaN","NaN","NaN","NaN"
"MERCADINHO E ARMAZEM MARTINS","20101108","4712100","46820000","3265","1","NaN","NaN","NaN","NaN"
"MERCADINHO E BAR CANTINHO","20110620","4712100","47805970","3363","1","NaN","NaN","NaN","NaN"
"MERCADINHO E BAR DO LOURO","20050412","4712100","46390000","3539","1","NaN","NaN","NaN","NaN"
"MERCADINHO E CHURRASCARIA TOURO BRAVO","19861202","4712100","48840000","3435","1","NaN","NaN","NaN","NaN"
"MERCADINHO E CREDIARIO BAHIA","20110222","4755503","44920000","3099","1","NaN","NaN","NaN","NaN"
"MERCADINHO E DISK GELADA NOVA OPCAO","20100709","4712100","48420000","3331","1","NaN","NaN","NaN","NaN"
"MERCADINHO E FRIGORIFICO SILVA","20060221","4711302","48913608","3669","1","NaN","NaN","NaN","NaN"
"MERCADINHO E HORTIFRUT DOCE SABOR","20101122","4712100","45780000","3637","1","NaN","NaN","NaN","NaN"
"MERCADINHO E LANCHONETE MOREIRA SANTOS","20140608","4712100","48780000","3371","1","NaN","NaN","NaN","NaN"
"MERCADINHO E PADARIA ILHA AMARELA","20020214","4712100","40715020","3849","1","NaN","NaN","NaN","NaN"
"MERCADINHO E PANIFICADORA CENTRAL","20081230","4712100","47610000","3041","1","NaN","NaN","NaN","NaN"
"MERCADINHO E PANIFICADORA DENDE","20071204","4721102","44450000","3847","1","NaN","NaN","NaN","NaN"
"MERCADINHO E PONTO DAS NOVIDADES","20100921","4712100","47120000","3079","1","NaN","NaN","NaN","NaN"
"MERCADINHO E RESTAURANTE SANTOS","20120525","5611201","48120000","3805","1","NaN","NaN","NaN","NaN"
"MERCADINHO E VERDURAO BOM PRECO","20120105","4712100","47300000","3443","1","NaN","NaN","NaN","NaN"
"MERCADINHO ECONOMICO","20100510","4712100","48930000","3497","1","NaN","NaN","NaN","NaN"
"MERCADINHO ELIANE","20040818","4712100","48280000","3721","1","NaN","NaN","NaN","NaN"
"MERCADINHO ELIZEU","19960926","4712100","45740000","3519","3","NaN","NaN","NaN","NaN"
"MERCADINHO ESPERANCA","20040528","4712100","48900220","3669","1","NaN","NaN","NaN","NaN"
"MERCADINHO ESPIRITO SANTO","20030929","4712100","44990000","3359","1","NaN","NaN","NaN","NaN"
"MERCADINHO ESTRELA","20071010","4712100","48901000","3669","1","NaN","NaN","NaN","NaN"
"MERCADINHO EXTRA","20020304","4712100","47400000","3971","1","NaN","NaN","NaN","NaN"
"MERCADINHO F & H","20110209","4712100","46700000","3561","1","NaN","NaN","NaN","NaN"
"MERCADINHO FERRAZ","20100302","4712100","45780000","3637","1","NaN","NaN","NaN","NaN"
"MERCADINHO FORTES","20100512","4712100","48970000","3901","1","NaN","NaN","NaN","NaN"
"MERCADINHO FREITAS","19930608","4712100","45604020","3597","1","NaN","NaN","NaN","NaN"
"MERCADINHO G CARMO LTDA.","20011008","1091102","46190000","3773","1","NaN","NaN","NaN","NaN"
"MERCADINHO GAMA","19830606","4712100","48520000","3085","1","NaN","NaN","NaN","NaN"
"MERCADINHO GOLD","20031106","4712100","44520000","3985","1","NaN","NaN","NaN","NaN"
"MERCADINHO GONCALVES","20050811","4712100","44190000","3875","1","NaN","NaN","NaN","NaN"
"MERCADINHO GOTA DE OURO","20000731","4712100","40325281","3849","1","NaN","NaN","NaN","NaN"
"MERCADINHO GRULI","20041027","4712100","46750000","3739","3","NaN","NaN","NaN","NaN"
"MERCADINHO GUEDES","20110517","4712100","48280000","3721","1","NaN","NaN","NaN","NaN"
"MERCADINHO H. N. MONTEIRO","20021119","4744099","47960000","3327","1","NaN","NaN","NaN","NaN"
